pub_date,word_count,section_display_name,,
7/2/12 7:50,820,Opinion,,
7/2/12 7:54,1426,Sports,,
7/2/12 7:54,1022,Sports,,
7/2/12 7:54,1015,Sports,,
7/2/12 7:54,806,Opinion,,
7/2/12 8:00,1000,Arts,,
7/2/12 8:00,1233,Arts,,
7/2/12 8:06,121,Opinion,,
7/2/12 8:10,829,World,,
7/2/12 9:31,930,Business Day,,
7/2/12 9:38,1278,World,,
7/2/12 9:52,629,Business Day,,
7/2/12 10:58,1081,Science,,
7/2/12 11:37,832,Sports,,
7/2/12 11:51,2709,Health,,
7/2/12 12:08,997,Sports,,
7/2/12 12:13,681,Technology,,
7/2/12 12:27,957,Sports,,
7/2/12 12:38,2712,Health,,
7/2/12 12:39,1107,Business Day,,
7/2/12 12:43,2707,Health,,
7/2/12 12:54,2709,Health,,
7/2/12 13:28,250,Science,,
7/2/12 13:32,584,World,,
7/2/12 13:42,90,Fashion & Style,,
7/2/12 13:45,878,Fashion & Style,,
7/2/12 13:47,1243,U.S.,,
7/2/12 14:24,1284,U.S.,,
7/2/12 14:31,1335,Books,,
7/2/12 14:54,648,World,,
7/2/12 15:04,634,Business Day,,
7/2/12 15:05,349,Health,,
7/2/12 15:07,917,Health,,
7/2/12 15:12,944,Fashion & Style,,
7/2/12 15:12,232,Health,,
7/2/12 15:15,1127,N.Y. / Region,,
7/2/12 15:15,1855,Dining & Wine,,
7/2/12 15:25,665,Business Day,,
7/2/12 15:25,918,U.S.,,
7/2/12 15:35,1127,Technology,,
7/2/12 15:41,990,Sports,,
7/2/12 15:45,1077,World,,
7/2/12 15:51,1196,Movies,,
7/2/12 15:58,1600,Science,,
7/2/12 16:00,983,Sports,,
7/2/12 16:06,217,Dining & Wine,,
7/2/12 16:06,391,Opinion,,
7/2/12 16:08,749,Business Day,,
7/2/12 16:23,956,World,,
7/2/12 16:27,637,Health,,
7/2/12 16:28,147,Dining & Wine,,
7/2/12 16:32,554,World,,
7/2/12 16:37,1059,Business Day,,
7/2/12 16:47,1186,Health,,
7/2/12 16:48,554,U.S.,,
7/2/12 16:50,933,Business Day,,
7/2/12 16:54,498,Arts,,
7/2/12 16:54,558,Dining & Wine,,
7/2/12 17:01,1047,Books,,
7/2/12 17:22,1302,Movies,,
7/2/12 17:26,640,Arts,,
7/2/12 17:42,1180,Dining & Wine,,
7/2/12 17:44,1416,Science,,
7/2/12 17:52,1219,Arts,,
7/2/12 18:00,388,Business Day,,
7/2/12 18:11,587,World,,
7/2/12 18:15,950,Arts,,
7/2/12 18:15,853,Science,,
7/2/12 18:25,892,Business Day,,
7/2/12 18:31,248,Science,,
7/2/12 18:32,601,Dining & Wine,,
7/2/12 18:38,221,Science,,
7/2/12 18:40,755,World,,
7/2/12 18:41,543,Science,,
7/2/12 18:50,1282,Dining & Wine,,
7/2/12 18:52,929,Dining & Wine,,
7/2/12 19:00,340,Dining & Wine,,
7/2/12 19:10,102,Science,,
7/2/12 19:11,106,Health,,
7/2/12 19:12,98,Science,,
7/2/12 19:13,216,Health,,
7/2/12 19:18,815,Sports,,
7/2/12 19:38,832,Arts,,
7/2/12 19:39,767,Sports,,
7/2/12 19:39,747,U.S.,,
7/2/12 19:43,922,U.S.,,
7/2/12 19:53,529,World,,
7/2/12 19:53,804,Opinion,,
7/2/12 20:04,59,Sports,,
7/2/12 20:13,799,Sports,,
7/2/12 20:15,789,U.S.,,
7/2/12 20:28,86,Sports,,
7/2/12 20:32,85,Sports,,
7/2/12 20:39,548,World,,
7/2/12 20:46,847,Sports,,
7/2/12 20:48,868,Business Day,,
7/2/12 20:51,1012,N.Y. / Region,,
7/2/12 20:54,829,N.Y. / Region,,
7/2/12 20:59,466,N.Y. / Region,,
7/2/12 21:02,994,U.S.,,
7/2/12 21:03,1461,Business Day,,
7/2/12 21:03,1047,Sports,,
7/2/12 21:04,685,N.Y. / Region,,
7/2/12 21:09,888,N.Y. / Region,,
7/2/12 21:10,711,World,,
7/2/12 21:22,886,U.S.,,
7/2/12 21:28,863,Business Day,,
7/2/12 21:30,752,N.Y. / Region,,
7/2/12 21:37,1478,World,,
7/2/12 21:38,2668,Science,,
7/2/12 21:56,434,World,,
7/2/12 21:58,683,U.S.,,
7/2/12 22:06,293,N.Y. / Region,,
7/2/12 22:08,581,N.Y. / Region,,
7/2/12 22:08,624,Opinion,,
7/2/12 22:09,919,U.S.,,
7/2/12 22:11,346,Opinion,,
7/2/12 22:11,274,Opinion,,
7/2/12 22:12,459,Opinion,,
7/2/12 22:12,476,Opinion,,
7/2/12 22:13,318,U.S.,,
7/2/12 22:17,692,World,,
7/2/12 22:29,603,U.S.,,
7/2/12 22:33,823,Opinion,,
7/2/12 22:34,114,U.S.,,
7/2/12 22:37,783,Opinion,,
7/2/12 22:38,91,U.S.,,
7/2/12 22:39,116,U.S.,,
7/2/12 22:40,128,Opinion,,
7/2/12 22:40,238,Opinion,,
7/2/12 22:41,171,Opinion,,
7/2/12 22:41,425,Opinion,,
7/2/12 22:42,1323,World,,
7/2/12 22:43,106,Science,,
7/2/12 22:46,900,Opinion,,
7/2/12 22:47,823,Sports,,
7/2/12 23:14,1337,World,,
7/2/12 23:31,114,N.Y. / Region,,
7/3/12 0:01,587,N.Y. / Region,,
7/3/12 0:18,107,World,,
7/3/12 0:25,127,World,,
7/3/12 0:27,123,World,,
7/3/12 0:33,116,World,,
7/3/12 2:01,701,Business Day,,
7/3/12 2:33,1381,World,,
7/3/12 5:00,1249,Magazine,,
7/3/12 5:00,1068,World,,
7/3/12 5:59,1004,Business Day,,
7/3/12 7:05,767,Opinion,,
7/3/12 7:10,701,Opinion,,
7/3/12 7:43,469,World,,
7/3/12 8:00,955,Arts,,
7/3/12 8:00,966,Sports,,
7/3/12 8:18,1521,Technology,,
7/3/12 8:40,827,World,,
7/3/12 9:31,555,World,,
7/3/12 9:44,664,Business Day,,
7/3/12 11:17,305,Opinion,,
7/3/12 11:34,974,World,,
7/3/12 11:47,831,Business Day,,
7/3/12 12:07,1049,Sports,,
7/3/12 12:16,794,Dining & Wine,,
7/3/12 12:34,2059,Arts,,
7/3/12 12:48,840,Sports,,
7/3/12 13:07,569,Sports,,
7/3/12 13:09,1253,World,,
7/3/12 13:27,628,Business Day,,
7/3/12 13:30,732,Business Day,,
7/3/12 13:47,598,World,,
7/3/12 13:53,965,Fashion & Style,,
7/3/12 13:57,813,Arts,,
7/3/12 14:03,638,World,,
7/3/12 14:30,582,Business Day,,
7/3/12 15:04,1491,U.S.,,
7/3/12 15:15,1090,Health,,
7/3/12 15:28,368,Fashion & Style,,
7/3/12 16:35,1110,Fashion & Style,,
7/3/12 16:56,555,World,,
7/3/12 17:04,729,Real Estate,,
7/3/12 17:11,506,Arts,,
7/3/12 17:16,1016,Real Estate,,
7/3/12 17:36,1047,Arts,,
7/3/12 17:40,1419,Arts,,
7/3/12 17:41,760,Arts,,
7/3/12 17:45,529,Arts,,
7/3/12 17:48,996,Books,,
7/3/12 17:50,307,Business Day,,
7/3/12 17:56,3546,Magazine,,
7/3/12 18:01,272,Business Day,,
7/3/12 18:07,973,Fashion & Style,,
7/3/12 18:19,1226,Real Estate,,
7/3/12 18:43,1650,Business Day,,
7/3/12 18:49,1156,Home & Garden,,
7/3/12 19:13,75,Sports,,
7/3/12 19:19,831,Arts,,
7/3/12 19:21,340,Sports,,
7/3/12 19:34,925,Business Day,,
7/3/12 19:45,103,Sports,,
7/3/12 19:49,1058,World,,
7/3/12 20:01,128,World,,
7/3/12 20:02,98,World,,
7/3/12 20:04,735,Opinion,,
7/3/12 20:05,207,U.S.,,
7/3/12 20:06,1284,Business Day,,
7/3/12 20:07,175,U.S.,,
7/3/12 20:08,561,Sports,,
7/3/12 20:09,183,World,,
7/3/12 20:11,176,U.S.,,
7/3/12 20:13,133,U.S.,,
7/3/12 20:15,706,Sports,,
7/3/12 20:18,143,World,,
7/3/12 20:19,393,Opinion,,
7/3/12 20:19,195,Opinion,,
7/3/12 20:20,59,Sports,,
7/3/12 20:21,174,Opinion,,
7/3/12 20:21,174,Opinion,,
7/3/12 20:23,213,Opinion,,
7/3/12 20:27,311,Opinion,,
7/3/12 20:33,558,Sports,,
7/3/12 20:33,116,World,,
7/3/12 20:35,395,N.Y. / Region,,
7/3/12 20:43,884,U.S.,,
7/3/12 20:44,145,World,,
7/3/12 20:44,693,Business Day,,
7/3/12 20:45,565,N.Y. / Region,,
7/3/12 20:48,376,U.S.,,
7/3/12 20:48,958,Sports,,
7/3/12 21:02,291,Opinion,,
7/3/12 21:03,586,Opinion,,
7/3/12 21:03,333,Opinion,,
7/3/12 21:04,614,N.Y. / Region,,
7/3/12 21:05,719,Sports,,
7/3/12 21:10,968,World,,
7/3/12 21:12,1185,N.Y. / Region,,
7/3/12 21:13,732,N.Y. / Region,,
7/3/12 21:19,1211,Sports,,
7/3/12 21:23,1170,World,,
7/3/12 21:32,794,U.S.,,
7/3/12 21:33,912,Sports,,
7/3/12 21:38,381,Fashion & Style,,
7/3/12 21:40,954,N.Y. / Region,,
7/3/12 21:40,783,U.S.,,
7/3/12 21:44,628,N.Y. / Region,,
7/3/12 21:57,501,Sports,,
7/3/12 21:57,797,U.S.,,
7/3/12 22:07,886,Opinion,,
7/3/12 22:15,825,Opinion,,
7/3/12 22:16,1028,U.S.,,
7/3/12 22:18,367,Opinion,,
7/3/12 22:22,38,Sports,,
7/3/12 22:25,783,Business Day,,
7/3/12 22:27,1010,Opinion,,
7/3/12 22:28,739,U.S.,,
7/3/12 22:30,764,Sports,,
7/3/12 22:32,1224,World,,
7/3/12 22:36,61,Sports,,
7/3/12 22:43,933,Sports,,
7/3/12 22:46,130,U.S.,,
7/4/12 3:56,1593,Science,,
7/4/12 5:50,867,World,,
7/4/12 6:03,1015,World,,
7/4/12 6:11,1105,Business Day,,
7/4/12 7:14,592,Great Homes and Destinations,,
7/4/12 7:23,2002,Home & Garden,,
7/4/12 7:29,415,Home & Garden,,
7/4/12 7:34,513,Home & Garden,,
7/4/12 7:37,558,World,,
7/4/12 7:39,761,Home & Garden,,
7/4/12 7:39,125,Home & Garden,,
7/4/12 7:40,144,Home & Garden,,
7/4/12 7:40,163,Home & Garden,,
7/4/12 7:41,179,Home & Garden,,
7/4/12 7:41,143,Home & Garden,,
7/4/12 7:58,964,Opinion,,
7/4/12 7:59,313,Opinion,,
7/4/12 8:00,1090,Movies,,
7/4/12 8:00,958,World,,
7/4/12 8:47,2033,Sports,,
7/4/12 8:51,515,World,,
7/4/12 10:07,1159,Travel,,
7/4/12 10:20,997,Sports,,
7/4/12 10:26,1663,Fashion & Style,,
7/4/12 10:35,768,World,,
7/4/12 10:53,860,Fashion & Style,,
7/4/12 11:00,195,Fashion & Style,,
7/4/12 11:11,969,Fashion & Style,,
7/4/12 11:17,384,Fashion & Style,,
7/4/12 11:26,1143,Fashion & Style,,
7/4/12 11:43,917,Movies,,
7/4/12 11:46,1263,Sports,,
7/4/12 12:10,1156,N.Y. / Region,,
7/4/12 12:40,1292,Arts,,
7/4/12 12:41,236,N.Y. / Region,,
7/4/12 13:19,1090,U.S.,,
7/4/12 13:23,1786,Arts,,
7/4/12 13:27,1339,Great Homes and Destinations,,
7/4/12 13:29,402,Fashion & Style,,
7/4/12 13:30,934,Fashion & Style,,
7/4/12 13:32,1076,Great Homes and Destinations,,
7/4/12 13:32,1037,U.S.,,
7/4/12 13:33,809,Sports,,
7/4/12 14:35,847,Sports,,
7/4/12 14:45,1389,Technology,,
7/4/12 15:00,975,Sports,,
7/4/12 15:10,948,World,,
7/4/12 15:18,539,Arts,,
7/4/12 15:21,2049,Sports,,
7/4/12 15:33,603,U.S.,,
7/4/12 15:52,874,Technology,,
7/4/12 15:55,973,Books,,
7/4/12 15:58,550,Business Day,,
7/4/12 16:04,531,Business Day,,
7/4/12 16:08,821,Sports,,
7/4/12 16:14,799,World,,
7/4/12 16:14,1245,World,,
7/4/12 16:14,1075,World,,
7/4/12 16:14,1412,World,,
7/4/12 16:14,1582,World,,
7/4/12 16:17,1255,Business Day,,
7/4/12 16:33,909,Technology,,
7/4/12 16:42,800,Arts,,
7/4/12 16:46,566,Arts,,
7/4/12 16:50,707,World,,
7/4/12 16:52,1267,Business Day,,
7/4/12 16:53,1060,World,,
7/4/12 17:28,1209,Theater,,
7/4/12 17:43,382,Crosswords & Games,,
7/4/12 17:47,820,Books,,
7/4/12 17:52,955,Business Day,,
7/4/12 18:40,1116,Business Day,,
7/4/12 18:54,1107,U.S.,,
7/4/12 19:27,235,Opinion,,
7/4/12 19:29,158,Opinion,,
7/4/12 19:32,869,Sports,,
7/4/12 19:32,796,Arts,,
7/4/12 19:34,104,World,,
7/4/12 19:38,118,World,,
7/4/12 19:38,376,Business Day,,
7/4/12 19:39,120,World,,
7/4/12 19:42,130,World,,
7/4/12 19:44,103,World,,
7/4/12 19:44,1303,Technology,,
7/4/12 19:47,166,Opinion,,
7/4/12 19:52,697,N.Y. / Region,,
7/4/12 19:53,440,Opinion,,
7/4/12 19:54,833,Sports,,
7/4/12 20:01,610,World,,
7/4/12 20:02,1175,N.Y. / Region,,
7/4/12 20:12,1451,N.Y. / Region,,
7/4/12 20:18,180,Opinion,,
7/4/12 20:24,501,Opinion,,
7/4/12 20:29,372,Opinion,,
7/4/12 20:29,345,Opinion,,
7/4/12 20:30,418,Opinion,,
7/4/12 20:31,389,Business Day,,
7/4/12 20:38,194,World,,
7/4/12 20:40,817,Opinion,,
7/4/12 20:41,872,Sports,,
7/4/12 20:42,1118,U.S.,,
7/4/12 20:44,986,Opinion,,
7/4/12 20:52,771,U.S.,,
7/4/12 20:56,970,Sports,,
7/4/12 20:56,967,N.Y. / Region,,
7/4/12 20:58,788,Theater,,
7/4/12 21:03,774,Opinion,,
7/4/12 21:03,174,Opinion,,
7/4/12 21:22,215,N.Y. / Region,,
7/4/12 21:36,891,U.S.,,
7/4/12 21:38,1007,Opinion,,
7/4/12 21:40,829,Opinion,,
7/4/12 21:55,1024,N.Y. / Region,,
7/4/12 22:10,1275,World,,
7/4/12 22:15,1306,Sports,,
7/4/12 22:19,1626,Science,,
7/4/12 22:25,30,Sports,,
7/4/12 22:31,46,Sports,,
7/4/12 22:34,41,Sports,,
7/4/12 22:37,100,Sports,,
7/4/12 22:39,196,World,,
7/4/12 22:47,970,U.S.,,
7/4/12 22:52,687,World,,
7/4/12 22:57,1198,U.S.,,
7/4/12 23:04,709,World,,
7/5/12 2:01,614,Corrections,,
7/5/12 5:00,5446,Magazine,,
7/5/12 5:08,1079,Business Day,,
7/5/12 5:08,667,World,,
7/5/12 5:50,1007,World,,
7/5/12 6:19,715,World,,
7/5/12 6:30,902,World,,
7/5/12 6:40,471,World,,
7/5/12 6:54,855,Sports,,
7/5/12 7:00,690,Magazine,,
7/5/12 7:00,1927,Magazine,,
7/5/12 7:30,591,Business Day,,
7/5/12 7:31,351,Opinion,,
7/5/12 7:38,513,Opinion,,
7/5/12 7:47,199,Opinion,,
7/5/12 7:57,1183,Opinion,,
7/5/12 8:00,1541,Books,,
7/5/12 8:36,1009,Business Day,,
7/5/12 8:46,477,Business Day,,
7/5/12 8:47,1023,Sports,,
7/5/12 9:00,922,U.S.,,
7/5/12 9:08,972,World,,
7/5/12 9:10,584,Business Day,,
7/5/12 9:19,580,Technology,,
7/5/12 9:23,477,Business Day,,
7/5/12 9:28,591,N.Y. / Region,,
7/5/12 10:00,2015,Movies,,
7/5/12 10:00,1399,Arts,,
7/5/12 10:13,1194,N.Y. / Region,,
7/5/12 10:22,234,World,,
7/5/12 10:25,978,Business Day,,
7/5/12 10:37,678,Business Day,,
7/5/12 10:41,527,World,,
7/5/12 10:44,1402,Theater,,
7/5/12 11:03,500,Business Day,,
7/5/12 11:13,1724,Sports,,
7/5/12 11:35,739,Sports,,
7/5/12 11:42,139,Books,,
7/5/12 11:45,90,Books,,
7/5/12 11:46,1058,U.S.,,
7/5/12 11:47,149,Books,,
7/5/12 11:49,105,Books,,
7/5/12 11:51,45,Books,,
7/5/12 11:53,88,Books,,
7/5/12 11:55,226,Books,,
7/5/12 12:02,1283,Movies,,
7/5/12 12:03,1067,World,,
7/5/12 12:20,616,N.Y. / Region,,
7/5/12 12:25,504,N.Y. / Region,,
7/5/12 12:32,400,Sports,,
7/5/12 12:35,1440,Books,,
7/5/12 13:05,1026,Books,,
7/5/12 13:08,707,U.S.,,
7/5/12 13:18,944,World,,
7/5/12 13:24,1123,Business Day,,
7/5/12 13:25,793,Great Homes and Destinations,,
7/5/12 13:25,313,Great Homes and Destinations,,
7/5/12 13:25,811,Great Homes and Destinations,,
7/5/12 13:25,292,U.S.,,
7/5/12 14:21,1321,N.Y. / Region,,
7/5/12 14:25,291,Science,,
7/5/12 15:02,1446,Travel,,
7/5/12 15:07,1232,Business Day,,
7/5/12 15:10,318,Business Day,,
7/5/12 15:44,1016,Arts,,
7/5/12 15:47,1025,Arts,,
7/5/12 15:50,921,Arts,,
7/5/12 15:54,1310,U.S.,,
7/5/12 16:04,866,World,,
7/5/12 16:18,915,Sports,,
7/5/12 16:20,1196,Business Day,,
7/5/12 16:34,395,Arts,,
7/5/12 16:35,264,Arts,,
7/5/12 16:36,548,Arts,,
7/5/12 16:37,279,Arts,,
7/5/12 16:38,332,Arts,,
7/5/12 16:47,2933,Movies,,
7/5/12 16:51,921,Sports,,
7/5/12 17:04,1625,Arts,,
7/5/12 17:05,4189,Theater,,
7/5/12 17:06,1891,Arts,,
7/5/12 17:07,715,Movies,,
7/5/12 17:08,1014,Arts,,
7/5/12 17:08,1121,Arts,,
7/5/12 17:09,1749,Arts,,
7/5/12 17:11,2055,Arts,,
7/5/12 17:11,1276,Arts,,
7/5/12 17:12,5909,Arts,,
7/5/12 17:13,1169,Books,,
7/5/12 17:19,4504,Arts,,
7/5/12 17:22,1145,Arts,,
7/5/12 17:22,2777,Arts,,
7/5/12 17:28,1046,World,,
7/5/12 17:34,554,N.Y. / Region,,
7/5/12 17:40,962,Sports,,
7/5/12 17:40,443,Movies,,
7/5/12 17:43,1068,Sports,,
7/5/12 17:45,922,Arts,,
7/5/12 17:54,567,Movies,,
7/5/12 18:04,743,Movies,,
7/5/12 18:10,844,Movies,,
7/5/12 18:16,680,Movies,,
7/5/12 18:23,1331,World,,
7/5/12 18:29,454,Movies,,
7/5/12 18:37,1971,Arts,,
7/5/12 18:43,1208,Books,,
7/5/12 18:43,1241,Books,,
7/5/12 18:48,954,Sports,,
7/5/12 18:49,291,Movies,,
7/5/12 18:50,43,U.S.,,
7/5/12 19:04,287,Movies,,
7/5/12 19:25,840,Opinion,,
7/5/12 19:27,742,N.Y. / Region,,
7/5/12 19:28,172,Opinion,,
7/5/12 19:31,179,Opinion,,
7/5/12 19:33,101,Sports,,
7/5/12 19:37,469,U.S.,,
7/5/12 19:38,1350,U.S.,,
7/5/12 19:39,755,U.S.,,
7/5/12 19:40,775,U.S.,,
7/5/12 19:46,32,Sports,,
7/5/12 20:02,340,Business Day,,
7/5/12 20:05,80,World,,
7/5/12 20:07,94,World,,
7/5/12 20:11,143,World,,
7/5/12 20:13,106,World,,
7/5/12 20:15,131,World,,
7/5/12 20:26,1349,Business Day,,
7/5/12 20:26,445,Sports,,
7/5/12 20:32,1118,U.S.,,
7/5/12 20:34,787,Opinion,,
7/5/12 20:39,654,U.S.,,
7/5/12 20:40,622,N.Y. / Region,,
7/5/12 20:43,897,Sports,,
7/5/12 20:45,227,N.Y. / Region,,
7/5/12 20:48,1314,Business Day,,
7/5/12 20:52,121,U.S.,,
7/5/12 20:54,894,Fashion & Style,,
7/5/12 20:56,52,Sports,,
7/5/12 20:58,1002,U.S.,,
7/5/12 21:01,824,Opinion,,
7/5/12 21:07,836,Business Day,,
7/5/12 21:17,617,Opinion,,
7/5/12 21:18,1709,Real Estate,,
7/5/12 21:23,192,Opinion,,
7/5/12 21:24,1038,U.S.,,
7/5/12 21:26,231,N.Y. / Region,,
7/5/12 21:35,134,U.S.,,
7/5/12 21:35,1314,Real Estate,,
7/5/12 21:39,89,U.S.,,
7/5/12 21:42,87,U.S.,,
7/5/12 21:43,158,Opinion,,
7/5/12 21:46,1874,Sports,,
7/5/12 21:47,593,U.S.,,
7/5/12 21:49,1129,Real Estate,,
7/5/12 21:50,4818,World,,
7/5/12 21:52,542,Opinion,,
7/5/12 21:55,890,Real Estate,,
7/5/12 22:00,1111,Theater,,
7/5/12 22:00,135,World,,
7/5/12 22:01,900,Sports,,
7/5/12 22:05,1183,Real Estate,,
7/5/12 22:07,1099,Technology,,
7/5/12 22:09,883,Real Estate,,
7/5/12 22:13,572,Real Estate,,
7/5/12 22:14,1079,N.Y. / Region,,
7/5/12 22:18,1020,Sports,,
7/5/12 22:23,1150,World,,
7/5/12 22:28,428,Opinion,,
7/5/12 22:30,665,Real Estate,,
7/5/12 22:33,318,Opinion,,
7/5/12 22:35,320,Opinion,,
7/5/12 22:50,783,Sports,,
7/5/12 23:19,707,U.S.,,
7/5/12 23:51,271,Arts,,
7/6/12 0:02,1201,Education,,
7/6/12 0:27,540,Corrections,,
7/6/12 0:35,55,World,,
7/6/12 0:36,101,World,,
7/6/12 3:49,1294,World,,
7/6/12 4:51,785,Business Day,,
7/6/12 4:54,480,Business Day,,
7/6/12 5:00,5858,Magazine,,
7/6/12 5:00,746,Magazine,,
7/6/12 5:00,1211,Magazine,,
7/6/12 7:00,1333,Arts,,
7/6/12 7:39,929,Sports,,
7/6/12 7:50,216,Arts,,
7/6/12 8:00,1357,Dining & Wine,,
7/6/12 8:00,787,Article,07iht-ida07,
7/6/12 8:08,1092,Sports,,
7/6/12 8:10,565,Business Day,,
7/6/12 8:11,958,Sports,,
7/6/12 8:16,866,Sports,,
7/6/12 8:26,318,Opinion,,
7/6/12 8:32,181,Opinion,,
7/6/12 8:37,1161,Business Day,,
7/6/12 8:49,770,Opinion,,
7/6/12 9:06,997,World,,
7/6/12 9:39,17,Opinion,,
7/6/12 9:52,668,Business Day,,
7/6/12 10:00,1364,Movies,,
